"","month_id","year","studyHours","books","twitter","grades"
"1",1,2005,4,0,3.25530633417719,0
"2",1,2005,4,0,3.25530633417719,0
"3",1,2005,4,0,3.25530633417719,1
"4",1,2005,4,0,3.25530633417719,0
"5",1,2005,4,0,3.25530633417719,1
"6",1,2005,4,0,3.25530633417719,1
"7",2,2005,10,0,2.74009634407979,1
"8",2,2005,10,0,2.74009634407979,1
"9",2,2005,10,0,2.74009634407979,1
"10",2,2005,10,0,2.74009634407979,0
"11",2,2005,10,0,2.74009634407979,1
"12",2,2005,10,0,2.74009634407979,1
"13",3,2005,3,2,2.18389664223901,1
"14",3,2005,3,2,2.18389664223901,0
"15",3,2005,3,2,2.18389664223901,1
"16",3,2005,3,2,2.18389664223901,1
"17",3,2005,3,2,2.18389664223901,1
"18",3,2005,3,2,2.18389664223901,1
"19",4,2005,6,0,3.17587358789105,0
"20",4,2005,6,0,3.17587358789105,1
"21",4,2005,6,0,3.17587358789105,1
"22",4,2005,6,0,3.17587358789105,1
"23",4,2005,6,0,3.17587358789105,0
"24",4,2005,6,0,3.17587358789105,1
"25",5,2005,7,1,2.2010498813722,1
"26",5,2005,7,1,2.2010498813722,0
"27",5,2005,7,1,2.2010498813722,1
"28",5,2005,7,1,2.2010498813722,0
"29",5,2005,7,1,2.2010498813722,0
"30",5,2005,7,1,2.2010498813722,0
"31",6,2005,3,0,3.83555101201138,1
"32",6,2005,3,0,3.83555101201138,1
"33",6,2005,3,0,3.83555101201138,1
"34",6,2005,3,0,3.83555101201138,1
"35",6,2005,3,0,3.83555101201138,1
"36",6,2005,3,0,3.83555101201138,1
"37",7,2005,4,0,2.7068405288439,1
"38",7,2005,4,0,2.7068405288439,0
"39",7,2005,4,0,2.7068405288439,1
"40",7,2005,4,0,2.7068405288439,1
"41",7,2005,4,0,2.7068405288439,1
"42",7,2005,4,0,2.7068405288439,0
"43",8,2005,4,2,2.98009515995314,1
"44",8,2005,4,2,2.98009515995314,1
"45",8,2005,4,2,2.98009515995314,1
"46",8,2005,4,2,2.98009515995314,1
"47",8,2005,4,2,2.98009515995314,0
"48",8,2005,4,2,2.98009515995314,1
"49",9,2005,5,4,2.34421479877557,1
"50",9,2005,5,4,2.34421479877557,1
"51",9,2005,5,4,2.34421479877557,1
"52",9,2005,5,4,2.34421479877557,0
"53",9,2005,5,4,2.34421479877557,1
"54",9,2005,5,4,2.34421479877557,1
"55",10,2005,3,1,3.87336043535131,1
"56",10,2005,3,1,3.87336043535131,1
"57",10,2005,3,1,3.87336043535131,1
"58",10,2005,3,1,3.87336043535131,1
"59",10,2005,3,1,3.87336043535131,1
"60",10,2005,3,1,3.87336043535131,0
"61",11,2005,5,1,3.61755003609762,1
"62",11,2005,5,1,3.61755003609762,0
"63",11,2005,5,1,3.61755003609762,1
"64",11,2005,5,1,3.61755003609762,1
"65",11,2005,5,1,3.61755003609762,1
"66",11,2005,5,1,3.61755003609762,1
"67",12,2005,4,1,1.45634531507306,1
"68",12,2005,4,1,1.45634531507306,0
"69",12,2005,4,1,1.45634531507306,1
"70",12,2005,4,1,1.45634531507306,0
"71",12,2005,4,1,1.45634531507306,1
"72",12,2005,4,1,1.45634531507306,0
"73",13,2006,5,1,3.33186226830073,1
"74",13,2006,5,1,3.33186226830073,1
"75",13,2006,5,1,3.33186226830073,1
"76",13,2006,5,1,3.33186226830073,1
"77",13,2006,5,1,3.33186226830073,0
"78",13,2006,5,1,3.33186226830073,1
"79",14,2006,3,2,3.49262343248146,1
"80",14,2006,3,2,3.49262343248146,0
"81",14,2006,3,2,3.49262343248146,1
"82",14,2006,3,2,3.49262343248146,0
"83",14,2006,3,2,3.49262343248146,0
"84",14,2006,3,2,3.49262343248146,0
"85",15,2006,6,0,3.55165658656722,0
"86",15,2006,6,0,3.55165658656722,1
"87",15,2006,6,0,3.55165658656722,1
"88",15,2006,6,0,3.55165658656722,1
"89",15,2006,6,0,3.55165658656722,0
"90",15,2006,6,0,3.55165658656722,1
"91",16,2006,2,1,3.42661603683654,1
"92",16,2006,2,1,3.42661603683654,1
"93",16,2006,2,1,3.42661603683654,0
"94",16,2006,2,1,3.42661603683654,0
"95",16,2006,2,1,3.42661603683654,1
"96",16,2006,2,1,3.42661603683654,0
"97",17,2006,7,1,2.73660760240988,0
"98",17,2006,7,1,2.73660760240988,1
"99",17,2006,7,1,2.73660760240988,1
"100",17,2006,7,1,2.73660760240988,1
"101",17,2006,7,1,2.73660760240988,1
"102",17,2006,7,1,2.73660760240988,0
"103",18,2006,3,3,3.45171007406374,1
"104",18,2006,3,3,3.45171007406374,1
"105",18,2006,3,3,3.45171007406374,0
"106",18,2006,3,3,3.45171007406374,1
"107",18,2006,3,3,3.45171007406374,1
"108",18,2006,3,3,3.45171007406374,1
"109",19,2006,7,0,2.97613941650427,0
"110",19,2006,7,0,2.97613941650427,0
"111",19,2006,7,0,2.97613941650427,0
"112",19,2006,7,0,2.97613941650427,1
"113",19,2006,7,0,2.97613941650427,1
"114",19,2006,7,0,2.97613941650427,0
"115",20,2006,2,1,2.99100903552169,1
"116",20,2006,2,1,2.99100903552169,0
"117",20,2006,2,1,2.99100903552169,1
"118",20,2006,2,1,2.99100903552169,1
"119",20,2006,2,1,2.99100903552169,0
"120",20,2006,2,1,2.99100903552169,1
"121",21,2006,3,0,2.29243122464525,1
"122",21,2006,3,0,2.29243122464525,0
"123",21,2006,3,0,2.29243122464525,1
"124",21,2006,3,0,2.29243122464525,1
"125",21,2006,3,0,2.29243122464525,1
"126",21,2006,3,0,2.29243122464525,1
"127",22,2006,5,2,2.6678780661739,1
"128",22,2006,5,2,2.6678780661739,1
"129",22,2006,5,2,2.6678780661739,0
"130",22,2006,5,2,2.6678780661739,1
"131",22,2006,5,2,2.6678780661739,0
"132",22,2006,5,2,2.6678780661739,0
"133",23,2006,2,2,2.25345335816435,1
"134",23,2006,2,2,2.25345335816435,1
"135",23,2006,2,2,2.25345335816435,1
"136",23,2006,2,2,2.25345335816435,1
"137",23,2006,2,2,2.25345335816435,1
"138",23,2006,2,2,2.25345335816435,1
"139",24,2006,4,1,3.1356847283733,1
"140",24,2006,4,1,3.1356847283733,1
"141",24,2006,4,1,3.1356847283733,1
"142",24,2006,4,1,3.1356847283733,1
"143",24,2006,4,1,3.1356847283733,1
"144",24,2006,4,1,3.1356847283733,0
"145",25,2007,8,0,3.09475622043911,1
"146",25,2007,8,0,3.09475622043911,1
"147",25,2007,8,0,3.09475622043911,0
"148",25,2007,8,0,3.09475622043911,0
"149",25,2007,8,0,3.09475622043911,1
"150",25,2007,8,0,3.09475622043911,1
"151",26,2007,5,0,2.98330354695075,1
"152",26,2007,5,0,2.98330354695075,1
"153",26,2007,5,0,2.98330354695075,0
"154",26,2007,5,0,2.98330354695075,1
"155",26,2007,5,0,2.98330354695075,1
"156",26,2007,5,0,2.98330354695075,0
"157",27,2007,2,2,2.96318787836559,1
"158",27,2007,2,2,2.96318787836559,1
"159",27,2007,2,2,2.96318787836559,1
"160",27,2007,2,2,2.96318787836559,0
"161",27,2007,2,2,2.96318787836559,0
"162",27,2007,2,2,2.96318787836559,1
"163",28,2007,2,2,3.68546271866865,1
"164",28,2007,2,2,3.68546271866865,0
"165",28,2007,2,2,3.68546271866865,1
"166",28,2007,2,2,3.68546271866865,1
"167",28,2007,2,2,3.68546271866865,1
"168",28,2007,2,2,3.68546271866865,1
"169",29,2007,2,2,2.40221059940396,1
"170",29,2007,2,2,2.40221059940396,1
"171",29,2007,2,2,2.40221059940396,0
"172",29,2007,2,2,2.40221059940396,1
"173",29,2007,2,2,2.40221059940396,1
"174",29,2007,2,2,2.40221059940396,1
"175",30,2007,8,1,2.46208678834304,1
"176",30,2007,8,1,2.46208678834304,1
"177",30,2007,8,1,2.46208678834304,1
"178",30,2007,8,1,2.46208678834304,1
"179",30,2007,8,1,2.46208678834304,1
"180",30,2007,8,1,2.46208678834304,0
"181",31,2007,6,1,2.97347982474069,1
"182",31,2007,6,1,2.97347982474069,1
"183",31,2007,6,1,2.97347982474069,1
"184",31,2007,6,1,2.97347982474069,1
"185",31,2007,6,1,2.97347982474069,1
"186",31,2007,6,1,2.97347982474069,1
"187",32,2007,5,0,3.49167622973027,1
"188",32,2007,5,0,3.49167622973027,1
"189",32,2007,5,0,3.49167622973027,0
"190",32,2007,5,0,3.49167622973027,1
"191",32,2007,5,0,3.49167622973027,0
"192",32,2007,5,0,3.49167622973027,1
"193",33,2007,6,1,2.63479473085034,1
"194",33,2007,6,1,2.63479473085034,1
"195",33,2007,6,1,2.63479473085034,1
"196",33,2007,6,1,2.63479473085034,0
"197",33,2007,6,1,2.63479473085034,1
"198",33,2007,6,1,2.63479473085034,1
"199",34,2007,4,0,3.02416880868428,1
"200",34,2007,4,0,3.02416880868428,1
"201",34,2007,4,0,3.02416880868428,1
"202",34,2007,4,0,3.02416880868428,1
"203",34,2007,4,0,3.02416880868428,1
"204",34,2007,4,0,3.02416880868428,0
"205",35,2007,2,1,2.343508358649,1
"206",35,2007,2,1,2.343508358649,1
"207",35,2007,2,1,2.343508358649,0
"208",35,2007,2,1,2.343508358649,0
"209",35,2007,2,1,2.343508358649,1
"210",35,2007,2,1,2.343508358649,0
"211",36,2007,6,2,3.22287702818318,1
"212",36,2007,6,2,3.22287702818318,0
"213",36,2007,6,2,3.22287702818318,1
"214",36,2007,6,2,3.22287702818318,1
"215",36,2007,6,2,3.22287702818318,1
"216",36,2007,6,2,3.22287702818318,1
"217",37,2008,5,0,4.07005379646187,1
"218",37,2008,5,0,4.07005379646187,1
"219",37,2008,5,0,4.07005379646187,0
"220",37,2008,5,0,4.07005379646187,0
"221",37,2008,5,0,4.07005379646187,0
"222",37,2008,5,0,4.07005379646187,1
"223",38,2008,6,3,3.1328046614238,1
"224",38,2008,6,3,3.1328046614238,1
"225",38,2008,6,3,3.1328046614238,1
"226",38,2008,6,3,3.1328046614238,0
"227",38,2008,6,3,3.1328046614238,1
"228",38,2008,6,3,3.1328046614238,1
"229",39,2008,4,0,2.39127301045372,0
"230",39,2008,4,0,2.39127301045372,1
"231",39,2008,4,0,2.39127301045372,1
"232",39,2008,4,0,2.39127301045372,1
"233",39,2008,4,0,2.39127301045372,1
"234",39,2008,4,0,2.39127301045372,1
"235",40,2008,4,1,2.91038246145152,0
"236",40,2008,4,1,2.91038246145152,1
"237",40,2008,4,1,2.91038246145152,1
"238",40,2008,4,1,2.91038246145152,1
"239",40,2008,4,1,2.91038246145152,0
"240",40,2008,4,1,2.91038246145152,1
"241",41,2008,8,1,2.81906740484994,1
"242",41,2008,8,1,2.81906740484994,1
"243",41,2008,8,1,2.81906740484994,0
"244",41,2008,8,1,2.81906740484994,0
"245",41,2008,8,1,2.81906740484994,1
"246",41,2008,8,1,2.81906740484994,1
"247",42,2008,8,0,3.28407245403908,0
"248",42,2008,8,0,3.28407245403908,0
"249",42,2008,8,0,3.28407245403908,0
"250",42,2008,8,0,3.28407245403908,1
"251",42,2008,8,0,3.28407245403908,1
"252",42,2008,8,0,3.28407245403908,1
"253",43,2008,7,2,3.62876725461722,1
"254",43,2008,7,2,3.62876725461722,0
"255",43,2008,7,2,3.62876725461722,0
"256",43,2008,7,2,3.62876725461722,0
"257",43,2008,7,2,3.62876725461722,1
"258",43,2008,7,2,3.62876725461722,1
"259",44,2008,3,1,2.59993776838561,1
"260",44,2008,3,1,2.59993776838561,1
"261",44,2008,3,1,2.59993776838561,1
"262",44,2008,3,1,2.59993776838561,1
"263",44,2008,3,1,2.59993776838561,1
"264",44,2008,3,1,2.59993776838561,0
"265",45,2008,8,1,2.4383762626173,1
"266",45,2008,8,1,2.4383762626173,1
"267",45,2008,8,1,2.4383762626173,1
"268",45,2008,8,1,2.4383762626173,0
"269",45,2008,8,1,2.4383762626173,1
"270",45,2008,8,1,2.4383762626173,1
"271",46,2008,3,1,3.06670826425313,1
"272",46,2008,3,1,3.06670826425313,1
"273",46,2008,3,1,3.06670826425313,1
"274",46,2008,3,1,3.06670826425313,0
"275",46,2008,3,1,3.06670826425313,0
"276",46,2008,3,1,3.06670826425313,1
"277",47,2008,2,1,3.62204857212696,0
"278",47,2008,2,1,3.62204857212696,1
"279",47,2008,2,1,3.62204857212696,1
"280",47,2008,2,1,3.62204857212696,0
"281",47,2008,2,1,3.62204857212696,1
"282",47,2008,2,1,3.62204857212696,1
"283",48,2008,6,0,2.55731591517379,1
"284",48,2008,6,0,2.55731591517379,0
"285",48,2008,6,0,2.55731591517379,1
"286",48,2008,6,0,2.55731591517379,0
"287",48,2008,6,0,2.55731591517379,1
"288",48,2008,6,0,2.55731591517379,1
"289",49,2009,7,1,3.1184206393642,0
"290",49,2009,7,1,3.1184206393642,0
"291",49,2009,7,1,3.1184206393642,1
"292",49,2009,7,1,3.1184206393642,1
"293",49,2009,7,1,3.1184206393642,0
"294",49,2009,7,1,3.1184206393642,0
"295",50,2009,9,0,2.91342866627536,0
"296",50,2009,9,0,2.91342866627536,0
"297",50,2009,9,0,2.91342866627536,1
"298",50,2009,9,0,2.91342866627536,1
"299",50,2009,9,0,2.91342866627536,1
"300",50,2009,9,0,2.91342866627536,1
"301",51,2009,8,0,2.8174320433671,1
"302",51,2009,8,0,2.8174320433671,1
"303",51,2009,8,0,2.8174320433671,1
"304",51,2009,8,0,2.8174320433671,0
"305",51,2009,8,0,2.8174320433671,1
"306",51,2009,8,0,2.8174320433671,1
"307",52,2009,2,0,3.18973426913876,0
"308",52,2009,2,0,3.18973426913876,0
"309",52,2009,2,0,3.18973426913876,0
"310",52,2009,2,0,3.18973426913876,1
"311",52,2009,2,0,3.18973426913876,1
"312",52,2009,2,0,3.18973426913876,1
"313",53,2009,6,0,1.49575580067074,1
"314",53,2009,6,0,1.49575580067074,1
"315",53,2009,6,0,1.49575580067074,1
"316",53,2009,6,0,1.49575580067074,1
"317",53,2009,6,0,1.49575580067074,1
"318",53,2009,6,0,1.49575580067074,1
"319",54,2009,3,2,2.4431856732676,1
"320",54,2009,3,2,2.4431856732676,0
"321",54,2009,3,2,2.4431856732676,1
"322",54,2009,3,2,2.4431856732676,1
"323",54,2009,3,2,2.4431856732676,1
"324",54,2009,3,2,2.4431856732676,1
"325",55,2009,4,0,2.5683605123131,0
"326",55,2009,4,0,2.5683605123131,0
"327",55,2009,4,0,2.5683605123131,0
"328",55,2009,4,0,2.5683605123131,1
"329",55,2009,4,0,2.5683605123131,1
"330",55,2009,4,0,2.5683605123131,1
"331",56,2009,5,0,3.2322746802387,1
"332",56,2009,5,0,3.2322746802387,0
"333",56,2009,5,0,3.2322746802387,1
"334",56,2009,5,0,3.2322746802387,0
"335",56,2009,5,0,3.2322746802387,1
"336",56,2009,5,0,3.2322746802387,1
"337",57,2009,4,1,1.86352443331782,1
"338",57,2009,4,1,1.86352443331782,1
"339",57,2009,4,1,1.86352443331782,1
"340",57,2009,4,1,1.86352443331782,1
"341",57,2009,4,1,1.86352443331782,1
"342",57,2009,4,1,1.86352443331782,1
"343",58,2009,4,0,2.77752477220719,1
"344",58,2009,4,0,2.77752477220719,0
"345",58,2009,4,0,2.77752477220719,1
"346",58,2009,4,0,2.77752477220719,0
"347",58,2009,4,0,2.77752477220719,0
"348",58,2009,4,0,2.77752477220719,1
"349",59,2009,6,1,2.95892419207608,1
"350",59,2009,6,1,2.95892419207608,1
"351",59,2009,6,1,2.95892419207608,1
"352",59,2009,6,1,2.95892419207608,1
"353",59,2009,6,1,2.95892419207608,1
"354",59,2009,6,1,2.95892419207608,0
"355",60,2009,2,0,3.00820917861191,1
"356",60,2009,2,0,3.00820917861191,0
"357",60,2009,2,0,3.00820917861191,1
"358",60,2009,2,0,3.00820917861191,0
"359",60,2009,2,0,3.00820917861191,1
"360",60,2009,2,0,3.00820917861191,0
"361",61,2010,2,1,2.82599495710686,1
"362",61,2010,2,1,2.82599495710686,1
"363",61,2010,2,1,2.82599495710686,0
"364",61,2010,2,1,2.82599495710686,1
"365",61,2010,2,1,2.82599495710686,1
"366",61,2010,2,1,2.82599495710686,1
"367",62,2010,9,1,2.74954719646731,1
"368",62,2010,9,1,2.74954719646731,1
"369",62,2010,9,1,2.74954719646731,1
"370",62,2010,9,1,2.74954719646731,1
"371",62,2010,9,1,2.74954719646731,0
"372",62,2010,9,1,2.74954719646731,1
"373",63,2010,3,1,2.37729984998737,1
"374",63,2010,3,1,2.37729984998737,1
"375",63,2010,3,1,2.37729984998737,1
"376",63,2010,3,1,2.37729984998737,1
"377",63,2010,3,1,2.37729984998737,0
"378",63,2010,3,1,2.37729984998737,1
"379",64,2010,3,1,2.19931180477097,1
"380",64,2010,3,1,2.19931180477097,0
"381",64,2010,3,1,2.19931180477097,1
"382",64,2010,3,1,2.19931180477097,1
"383",64,2010,3,1,2.19931180477097,1
"384",64,2010,3,1,2.19931180477097,0
"385",65,2010,8,0,2.9522674163087,0
"386",65,2010,8,0,2.9522674163087,1
"387",65,2010,8,0,2.9522674163087,1
"388",65,2010,8,0,2.9522674163087,1
"389",65,2010,8,0,2.9522674163087,1
"390",65,2010,8,0,2.9522674163087,1
"391",66,2010,4,0,3.04917517598545,1
"392",66,2010,4,0,3.04917517598545,1
"393",66,2010,4,0,3.04917517598545,1
"394",66,2010,4,0,3.04917517598545,1
"395",66,2010,4,0,3.04917517598545,0
"396",66,2010,4,0,3.04917517598545,1
"397",67,2010,6,1,1.52772694496074,1
"398",67,2010,6,1,1.52772694496074,1
"399",67,2010,6,1,1.52772694496074,1
"400",67,2010,6,1,1.52772694496074,1
"401",67,2010,6,1,1.52772694496074,1
"402",67,2010,6,1,1.52772694496074,1
"403",68,2010,4,1,2.96687926648105,1
"404",68,2010,4,1,2.96687926648105,1
"405",68,2010,4,1,2.96687926648105,1
"406",68,2010,4,1,2.96687926648105,1
"407",68,2010,4,1,2.96687926648105,1
"408",68,2010,4,1,2.96687926648105,1
"409",69,2010,4,0,2.67252600185754,1
